Year,schizophrenic person_ntf,schizophrenic people_ntf,person with schizophrenia_ntf,people with schizophrenia_ntf,psychotic person_ntf,psychotic people_ntf,person with psychosis_ntf,people with psychosis_ntf,alcoholic person_ntf,alcoholic people_ntf,person with alcoholism_ntf,people with alcoholism_ntf,bipolar person_ntf,bipolar people_ntf,person with bipolar_ntf,people with bipolar_ntf,anorexic person_ntf,anorexic people_ntf,person with anorexia_ntf,people with anorexia_ntf,bulimic person_ntf,bulimic people_ntf,person with bulimia_ntf,people with bulimia_ntf,autistic person_ntf,autistic people_ntf,person with autism_ntf,people with autism_ntf,mentally ill person_ntf,mentally ill people_ntf,person with mental illness_ntf,person with a mental illness_ntf,people with mental illness_ntf,people with a mental illness_ntf,anxious person_ntf,anxious people_ntf,person with anxiety_ntf,people with anxiety_ntf,depressed person_ntf,depressed people_ntf,person with depression_ntf,people with depression_ntf,disabled person_ntf,disabled people_ntf,person with disability_ntf,person with a disability_ntf,people with disability_ntf,people with a disability_ntf,diabetic person_ntf,diabetic people_ntf,person with diabetes_ntf,people with diabetes_ntf,obese person_ntf,obese people_ntf,person with obesity_ntf,people with obesity_ntf,epileptic person_ntf,epileptic people_ntf,person with epilepsy_ntf,people with epilepsy_ntf,dyslexic person_ntf,dyslexic people_ntf,person with dyslexia_ntf,people with dyslexia_ntf
1997,5.634491666890134e-09,4.519987495399391e-09,1.45209124724488e-08,5.842586909514986e-08,7.694737291785714e-09,5.061926941099923e-09,4.5314347561973914e-10,3.22506914824621e-09,4.062923838635665e-09,1.988755969430299e-09,1.7404973652799883e-09,3.086409508920188e-09,3.2977632926010717e-10,2.635297803389923e-10,1.7643903243198216e-09,7.043985696318446e-09,9.720335013087477e-10,4.864604651639531e-10,2.6602952539280166e-09,7.592453269264103e-09,8.342740942524074e-10,3.702495155704406e-10,1.6931119125754686e-09,4.999867742050412e-09,1.01331631974233e-08,1.9535498298393705e-08,1.0339026777574288e-08,4.775401762913134e-08,6.769573092567174e-08,8.278418306417734e-08,9.992213342461095e-09,4.499919516374819e-09,6.668155145510874e-08,8.086950855000298e-09,1.4720118203724399e-08,2.1414271752665367e-08,5.985971301969428e-10,5.718235599313662e-09,6.224528600487897e-08,7.570127585105573e-08,2.290959993140567e-09,1.448055446979473e-08,4.893363317088577e-07,1.336483527276349e-06,1.0828686455458377e-08,2.1252526900233143e-07,1.687004085632842e-08,3.422763431412282e-08,5.778811651424576e-09,5.176140976154946e-09,3.121684269810235e-08,1.5897007951285298e-07,1.7465066853057058e-08,5.244209536467029e-08,3.025312064356253e-10,4.553838655369751e-10,8.64337617351956e-10,4.433925964481793e-10,7.834895399128072e-09,3.583151756255834e-08,1.7623865303636625e-09,3.7203083788231848e-09,1.4562685184722162e-09,6.3199220460116325e-09
1998,5.397586187529311e-09,3.6128025333275512e-09,1.645670799632626e-08,6.70982461973121e-08,7.318327848488642e-09,4.506320205877046e-09,5.967966765615554e-10,4.096644341216355e-09,3.97512074051016e-09,1.2112865115693999e-09,1.8039738116014193e-09,3.398251584891503e-09,3.41760350178585e-10,3.507863008004161e-10,1.8961713152013513e-09,8.351744216840627e-09,1.0314938427212284e-09,5.369486343648993e-10,2.9198998139991416e-09,8.32306610933285e-09,8.922285132939578e-10,4.237495235656244e-10,1.886074122278306e-09,5.810736558586882e-09,1.1050629237071722e-08,2.0818698638030194e-08,1.3020869652332782e-08,5.6953915869176596e-08,7.140277093396565e-08,7.913174471241291e-08,1.0603891606056744e-08,4.3297780281749604e-09,7.30975011314123e-08,8.08942639857995e-09,1.5090846286877228e-08,2.2961453437021972e-08,6.177508742639353e-10,6.4743340847225485e-09,6.405171098273448e-08,8.097957403054221e-08,2.502284474863765e-09,1.7542544052316445e-08,4.940567472593622e-07,1.3600985734488598e-06,1.258442099733819e-08,2.10047626783957e-07,1.810648659577347e-08,3.441242059563722e-08,5.531594610934982e-09,5.371816642301448e-09,3.17973898639983e-08,1.717646256338412e-07,1.729537402184178e-08,5.438444209257146e-08,3.140867813849242e-10,6.359990153573644e-10,8.257701268808506e-10,4.6411892186602547e-10,8.29830502725924e-09,4.191323047361298e-08,2.0955371168466084e-09,4.974483364910449e-09,1.426746308398817e-09,6.947801064630507e-09
1999,5.1272380626902046e-09,3.778006954898874e-09,1.5446922217522896e-08,7.471716553400906e-08,7.430413808050064e-09,6.602959004961154e-09,6.642701795368997e-10,3.7500008019465875e-09,3.458155444541993e-09,1.1023731570438044e-09,1.887082934359796e-09,3.593582003398004e-09,4.887971535464228e-10,8.980295039341866e-10,2.4034439359356595e-09,1.1552373407092936e-08,1.1617516948447815e-09,5.098443393660088e-10,2.965867614993353e-09,8.777208610715498e-09,9.519960772078458e-10,4.267276968291814e-10,2.010902365258614e-09,5.991956359656976e-09,1.1265371492795242e-08,2.173526019484078e-08,1.5101538622782788e-08,6.150907998809479e-08,7.320054759166591e-08,8.021007857905715e-08,1.0911393312694275e-08,4.811878324367009e-09,7.673926002585826e-08,7.120434020180255e-09,1.5432867047796402e-08,2.3797300384233366e-08,5.819713679221041e-10,7.016703979750056e-09,6.529132231694998e-08,8.368974744956046e-08,2.816926279537922e-09,2.033102790883439e-08,4.827461777624973e-07,1.380180931066986e-06,1.3197151181389342e-08,2.0506618828416583e-07,1.8683506805164792e-08,3.443444995809841e-08,5.567233911969132e-09,4.949466677775913e-09,3.322101933227779e-08,1.8984017304189494e-07,1.7944969700676794e-08,5.714009329186151e-08,2.4858511975058203e-10,8.553233518274591e-10,9.618855315426548e-10,4.343339457931908e-10,8.295814067439875e-09,4.356782769475233e-08,2.6335461827160192e-09,7.629386693836743e-09,1.358098237044406e-09,7.680102204992473e-09
2000,4.937604293685029e-09,5.147521424981554e-09,1.6062286358118982e-08,8.344910895630164e-08,7.1828345810891796e-09,7.168268835653992e-09,7.828405354515233e-10,5.198423152259173e-09,3.185026448931134e-09,1.1336318669500196e-09,1.8768261072261386e-09,3.4569271889495212e-09,5.975815635978726e-10,1.2144932480330694e-09,2.603972260040166e-09,1.2668992521724931e-08,1.2699459499871629e-09,6.101245302631802e-10,3.2964034042087017e-09,9.906513641157387e-09,9.518034773035667e-10,4.702426999379585e-10,2.106136487434185e-09,6.8427186456736826e-09,1.1382535549029984e-08,2.217355239102809e-08,1.4522771873970441e-08,6.3277170170295e-08,7.495418127437656e-08,7.882655442667133e-08,1.0819858279173137e-08,5.092622260402127e-09,8.261521803173569e-08,7.455150401775817e-09,1.8443111419027706e-08,2.6185923017253898e-08,7.150667994234741e-10,8.415031909387544e-09,6.388033467276597e-08,8.330056390702469e-08,2.96881500335847e-09,2.179091891057234e-08,4.803557820715858e-07,1.4229227320226658e-06,1.3948717228881184e-08,2.0379824304330084e-07,2.0258536435692675e-08,3.6663899091341334e-08,6.003377794883136e-09,5.468093406640102e-09,3.436432218149678e-08,2.1310875654632711e-07,1.8665404967675514e-08,6.116379834354899e-08,2.579177575877191e-10,1.1126436518159112e-09,1.0961887905328434e-09,4.115918201501907e-10,8.271544274914992e-09,4.533559864025197e-08,3.0409969463209207e-09,8.284671123729278e-09,1.2190142228973855e-09,8.269728711342493e-09
2001,5.347508658104516e-09,4.601457342141251e-09,1.8807358718017246e-08,9.973126274027371e-08,7.725416560435048e-09,1.0761476598730724e-08,1.241412163542423e-09,8.126010689732003e-09,2.9523711570738395e-09,1.229517388694796e-09,1.8688049996384848e-09,3.6785213605331333e-09,8.95827297263198e-10,1.5154625292763362e-09,3.0535199606924427e-09,1.5979149114997426e-08,1.334358195365886e-09,5.978685760751493e-10,3.8007553612321286e-09,1.1551952791169891e-08,9.576352012961665e-10,4.931606968033059e-10,2.2371163651716384e-09,7.643952201366996e-09,1.2814047347019044e-08,2.6201657986137305e-08,1.624561875500165e-08,7.172859893346737e-08,7.239390750360794e-08,7.922137155804063e-08,1.0775925168055828e-08,4.6705969250889925e-09,9.000675151225681e-08,7.998248793431425e-09,1.946052271709472e-08,2.6663663277304295e-08,7.449469691905059e-10,9.321777001097026e-09,6.415820357525653e-08,8.533575522408552e-08,3.389055829623138e-09,2.477534748785664e-08,4.7486645371463965e-07,1.4228933845775567e-06,1.4317422422241829e-08,1.9745241835218102e-07,2.0887768974781854e-08,3.677372108411094e-08,6.039626005665306e-09,5.893465778886561e-09,3.5412767067961274e-08,2.2429880581447443e-07,1.897483643225379e-08,6.546473027161223e-08,2.5152928846892767e-10,1.4691418240683367e-09,1.0517388468070772e-09,3.9995264441586697e-10,7.684573422039875e-09,4.385850717523811e-08,3.4561715394383033e-09,8.441677087514928e-09,1.2644505759900377e-09,8.455456461981775e-09
2002,5.151127016996984e-09,4.630248628956224e-09,1.964643685831951e-08,1.101898163824444e-07,7.726943148814565e-09,1.0908753138900401e-08,1.2465891414364145e-09,8.873234813577824e-09,2.9448228776120443e-09,1.3670178600211358e-09,1.904983139487472e-09,3.749391812896923e-09,1.0084551804734332e-09,1.6690084909359066e-09,3.5761993525237503e-09,1.9240019863023657e-08,1.3803292477275265e-09,5.935581906931933e-10,4.513179734695021e-09,1.3238627083467236e-08,9.353406779258729e-10,5.72088868341528e-10,2.4611938836167316e-09,8.328300144760142e-09,1.4835759795265143e-08,3.306863557587089e-08,1.8805797300355413e-08,8.619397157921022e-08,7.340069377700534e-08,8.05221113913441e-08,1.2140776637993765e-08,4.701076099828632e-09,1.0471897533242164e-07,8.48743278833045e-09,1.8706117670725623e-08,2.7547424912605882e-08,8.572193589882562e-10,9.994154329514719e-09,6.571379580171716e-08,8.561839186833303e-08,3.9231077434262065e-09,2.823189656656463e-08,4.6655440704463605e-07,1.4110292210846507e-06,1.540317841529161e-08,1.9172398627428526e-07,2.3956978876883894e-08,3.789256197705981e-08,5.933639484518543e-09,6.145842311257508e-09,3.6899131876972594e-08,2.3587009577243278e-07,2.0264808751692598e-08,7.292065008966477e-08,2.1450074553865305e-10,1.861597582435743e-09,1.0223909100278865e-09,4.0851163523354066e-10,7.985333791030565e-09,4.8480036493206824e-08,3.673301393217595e-09,9.699578029653821e-09,1.5638794465771306e-09,9.64417282541977e-09
2003,5.032615530658242e-09,4.4880709307700985e-09,2.0241697334150947e-08,1.1969497697756587e-07,7.883849573175894e-09,1.096704739720979e-08,1.4460512152782356e-09,1.0115328955403617e-08,2.5161902561521288e-09,1.2661560887052202e-09,1.883354789582776e-09,4.250461760335611e-09,1.860967614135995e-09,2.2195320065992216e-09,3.829678717006045e-09,2.1671757848602217e-08,1.4083444886482864e-09,5.073967595287903e-10,4.741472103830802e-09,1.379975118303329e-08,9.125081880588328e-10,6.065384226618318e-10,2.4825358911430483e-09,8.635256573289292e-09,1.759558454494936e-08,4.0682101243305624e-08,2.0092534620224408e-08,9.28202682968861e-08,6.991743057532013e-08,7.924602333072731e-08,1.2776104999342612e-08,5.361810170459844e-09,1.1740490484563842e-07,8.463173590505285e-09,1.9173084199662427e-08,2.883534274847729e-08,8.761677891147965e-10,1.0959022197657272e-08,6.619101558921362e-08,8.671348540799175e-08,4.226442053477188e-09,3.0871008352814245e-08,4.519923168442931e-07,1.4228398380769898e-06,1.628302648271074e-08,1.800132106869309e-07,2.613764113082847e-08,3.99728128692394e-08,5.60787885969408e-09,6.50999781066324e-09,3.4763406121994326e-08,2.342433609620847e-07,2.1418235058539333e-08,7.937144782691316e-08,1.9732105731108873e-10,2.1877253025032975e-09,1.0497955758660892e-09,4.4404845078727107e-10,8.080912447131335e-09,4.979075234652035e-08,3.789265123899099e-09,1.0657747573361576e-08,1.6556454699287064e-09,2.3549895874655898e-08
2004,5.000478507456916e-09,4.499644054182081e-09,2.0350531418752586e-08,1.217846232748343e-07,7.629273213183296e-09,1.1046838428135125e-08,1.4140727953661424e-09,1.0886538083708177e-08,2.4170435177138317e-09,1.290584024569798e-09,1.6680015622684762e-09,3.930100181800558e-09,2.1187394973397134e-09,2.3879515507831327e-09,4.251916358682146e-09,2.3229551996247925e-08,1.4666881677425992e-09,5.680280531653434e-10,5.135261168679303e-09,1.4430835447244914e-08,8.429042781215352e-10,5.197067934733671e-10,2.6832220572409985e-09,8.64639953286022e-09,1.9070275390577407e-08,4.3054074844966246e-08,2.1171194067700786e-08,9.7240282619688e-08,7.063732963631861e-08,7.748420724088387e-08,1.3258603358069974e-08,6.198882613566476e-09,1.219412421197116e-07,8.953589679196381e-09,2.0155739172927108e-08,3.1836849347298216e-08,8.282390567033409e-10,1.2120514496822515e-08,6.770982910861026e-08,9.118284692379217e-08,4.4894128097589765e-09,3.346632659884108e-08,4.373439342738753e-07,1.403106222954063e-06,1.5658490123574405e-08,1.770092390123474e-07,3.2390033512440045e-08,4.0748380415932065e-08,5.701401763401139e-09,6.426925912096846e-09,3.631456506931434e-08,2.4461354338914785e-07,2.1884426715246263e-08,8.621106977508524e-08,1.5705338716040122e-10,2.3652697895520144e-09,1.1105556633036632e-09,3.962229849774346e-10,8.187885988267648e-09,5.040508708832801e-08,3.6902226988441302e-09,1.0423023967730063e-08,1.735292338394296e-09,2.3660949770893628e-08
2005,5.036721452609884e-09,4.746443936300336e-09,2.0144761287659614e-08,1.2551991395477152e-07,7.67411258349528e-09,1.1356213176177171e-08,1.4625940617360049e-09,1.1443882413126566e-08,2.2977219809356645e-09,1.6324149095961867e-09,1.628933400864087e-09,3.850912636390749e-09,2.3437702730991614e-09,2.5784443627837763e-09,5.3714531552831855e-09,2.7466975487706284e-08,1.5343732950867661e-09,6.220200148605264e-10,5.367945516659185e-09,1.528119827501736e-08,8.143873591366052e-10,5.341671628831892e-10,2.6685279383035063e-09,9.107722258911671e-09,2.0833255755446445e-08,4.558712924611947e-08,2.1601986231546888e-08,1.0076034990496347e-07,6.423634145237753e-08,7.582570761753362e-08,1.3222554099253817e-08,6.916860290877886e-09,1.2392611381528695e-07,9.660348838329874e-09,2.1320676272093157e-08,3.323488405117457e-08,9.103909927508726e-10,1.3407304346100903e-08,6.8701322472212e-08,9.061531309433641e-08,4.893925772567595e-09,3.52945259050687e-08,4.178682218025642e-07,1.3740838409960685e-06,1.5282683816865627e-08,1.717379660703955e-07,3.8365238858822133e-08,4.19163086462504e-08,5.914834653810073e-09,6.664169343346365e-09,3.978215826602341e-08,2.6033148969872855e-07,2.3365109466258867e-08,9.429348324374587e-08,1.554349991970762e-10,2.540191422286041e-09,1.0730789550590053e-09,3.854820292335605e-10,7.678215333381137e-09,4.8322820284900965e-08,3.52229315555722e-09,1.0321689281056479e-08,1.9155380297825833e-09,2.7062628455658862e-08
2006,5.43528599905585e-09,4.682862891109656e-09,2.0463748029442286e-08,1.2972218144113867e-07,8.036060769204108e-09,9.601236694578574e-09,1.903982400313404e-09,1.4454132494076281e-08,2.189329194125987e-09,1.649840621263467e-09,1.6210764000998017e-09,4.3687258255431516e-09,2.7568306526504216e-09,3.2906446297989842e-09,6.862467895528214e-09,3.558855940103253e-08,1.4591330366187094e-09,7.223106002207658e-10,6.649831161910567e-09,1.7608063197980883e-08,7.874459417855917e-10,5.395123474955759e-10,2.731892934093594e-09,1.0062553203381088e-08,2.1286081722645837e-08,4.6486981882968137e-08,2.1030510412499226e-08,1.0458247093733267e-07,6.133433418296721e-08,7.180092863125407e-08,1.3750933344372892e-08,7.547925078605594e-09,1.2728353279304168e-07,9.857453520112358e-09,2.2828559106561182e-08,3.604616973161358e-08,9.588133223889121e-10,1.4470658829931641e-08,7.430257349077302e-08,9.543220613750236e-08,5.498290457848855e-09,3.911252756592733e-08,3.992615396392856e-07,1.346410889319876e-06,1.5199351618580944e-08,1.64888589893053e-07,4.1244674723169994e-08,4.19113054103296e-08,5.819434965660873e-09,6.895511019320923e-09,4.131635960342399e-08,2.710232454968978e-07,2.4293120657960443e-08,1.0170025076052167e-07,1.909076617028533e-10,2.7370906176469946e-09,9.616999855196644e-10,4.4088124619344274e-10,7.81961359156266e-09,5.04339396911746e-08,3.2116105647921653e-09,8.797848671804331e-09,2.0417685478843086e-09,2.974172996772495e-08
2007,5.130280137218993e-09,3.31229183763477e-09,2.0408471864844354e-08,1.3093786321860534e-07,8.077131788805251e-09,8.987850210116579e-09,1.979696375085739e-09,1.49475329891402e-08,2.3387841980542542e-09,1.5552151630008178e-09,1.6860560566759171e-09,5.217010981947315e-09,3.0158911082775066e-09,3.4646406854577094e-09,7.575400497371123e-09,3.934307051573731e-08,1.490917817774979e-09,7.671233013896637e-10,7.137217737453381e-09,1.8951845680094592e-08,8.121512430823787e-10,6.645904540977402e-10,3.000524749298604e-09,1.0866975129277177e-08,2.194737902527777e-08,4.7713836944954635e-08,2.239046992258409e-08,1.0843381862254578e-07,5.763246489566752e-08,6.971574555742726e-08,1.3953014743606218e-08,8.17560711193924e-09,1.3223252385127386e-07,1.0092222549725908e-08,2.1814735161131338e-08,3.8879699967456615e-08,9.180223327552386e-10,1.503018636534697e-08,7.577297367333813e-08,1.0110313399179307e-07,6.008668800611921e-09,4.537359897329095e-08,3.728930510403318e-07,1.2706112296915047e-06,1.4647302926107386e-08,1.5970415339389937e-07,4.493879351181411e-08,3.870868070521283e-08,6.016767338325378e-09,6.874453514374831e-09,4.0708158368017525e-08,2.6222126945997714e-07,2.61392571080218e-08,1.0872362870324131e-07,2.1914131917829697e-10,2.977838293410124e-09,7.957133523512588e-10,4.687249735172269e-10,7.999423790039373e-09,4.925706725040462e-08,3.212868955009591e-09,9.632322748944131e-09,2.117482522656644e-09,3.116472362713856e-08
2008,4.728950310704607e-09,3.0727803793492316e-09,1.8956195089815864e-08,1.2942938708095297e-07,8.111321202010556e-09,5.782517829646037e-09,1.7885456925016895e-09,1.6001051658268547e-08,2.311405971384366e-09,1.4326428773462192e-09,1.6814206535035022e-09,5.439005214467687e-09,3.0555337149351658e-09,3.4938179175166997e-09,8.385362880249301e-09,4.143979153476656e-08,1.6277721075803291e-09,7.689339442951137e-10,7.254043334268902e-09,1.985523884988944e-08,8.57030383169136e-10,7.028286444895774e-10,3.0693007183454515e-09,1.130345823290619e-08,2.1869447966845916e-08,4.705742538492684e-08,2.2985209672096322e-08,1.1108848545810751e-07,5.579166081507278e-08,6.665791271335106e-08,1.3685473706662573e-08,8.64077171718642e-09,1.2998159044335417e-07,1.1625567683129897e-08,2.3091076733245634e-08,4.096487999610028e-08,1.0599973914488763e-09,1.8146153785940962e-08,7.859528697703613e-08,1.0468675221935492e-07,6.0939709786314975e-09,4.940992072631291e-08,3.5404775644565234e-07,1.2016573529243551e-06,1.3787670433933791e-08,1.5464995328784426e-07,5.059797558715218e-08,3.841737493205853e-08,6.037483275227779e-09,6.890739597967663e-09,4.182048104642685e-08,2.6791525442604325e-07,2.6911841897815847e-08,1.1330127997715473e-07,1.893779884893603e-10,3.0479363477553534e-09,8.045673096011643e-10,5.248761346189821e-10,7.847508801514128e-09,4.938020481404237e-08,3.2617659684319733e-09,9.39643061771887e-09,2.3771807379700606e-09,3.290303788158358e-08
2009,4.7770911036439296e-09,3.077581174031658e-09,1.9527378317515546e-08,1.330100778724435e-07,8.17799593124034e-09,5.579916401947977e-09,1.7558508377416411e-09,1.6760815338808958e-08,2.2712986729495857e-09,1.3203234537430474e-09,1.7041313122539187e-09,5.67478226314628e-09,3.22167108863474e-09,3.401957525208031e-09,8.825656142416198e-09,4.2032334184633717e-08,1.5382474341915246e-09,8.122308579684909e-10,7.008601191468447e-09,2.032860140539177e-08,7.749130543593147e-10,7.122146126827187e-10,3.1654787997175457e-09,1.2291421467937523e-08,2.021388593017751e-08,4.3427238693993786e-08,2.2530537689492902e-08,1.0824055911890745e-07,4.9936362346768096e-08,6.247042147070455e-08,1.2363142382858833e-08,9.330979925234066e-09,1.2144871724168687e-07,1.3364726214604161e-08,2.4321957019830213e-08,4.270507122531139e-08,1.1305359822902768e-09,1.912340749247018e-08,8.168725936944351e-08,1.065146000606936e-07,6.217024926615165e-09,5.048234287739563e-08,3.239919002291052e-07,1.1314442645016243e-06,1.2654735672055852e-08,1.4364698078647313e-07,4.9333663249789035e-08,3.6129647083628565e-08,6.228923599138625e-09,7.4000298587252795e-09,4.0802199206625896e-08,2.7283296333280305e-07,2.7656267878991717e-08,1.1735872667324137e-07,2.1646804884304212e-10,3.147532266569085e-09,7.568042541856406e-10,4.974099624252151e-10,7.632832905406822e-09,5.499738315555598e-08,3.806405857176287e-09,1.0177786296290087e-08,2.292767626548604e-09,3.320698573259863e-08
2010,5.644449542683918e-09,3.4540656049638787e-09,1.924303713199801e-08,1.3478626215146505e-07,8.682472264963183e-09,5.964832437501042e-09,1.8051492602287412e-09,1.943794877437962e-08,2.3591971233725774e-09,1.4158800719167785e-09,1.64175305096746e-09,5.607099958940662e-09,2.5337092741344644e-09,3.046852389435425e-09,8.940062087451191e-09,4.207340203216907e-08,1.530416698131936e-09,9.159275798127047e-10,7.09083103345165e-09,2.1866996467524913e-08,7.691352316945605e-10,7.016943692761402e-10,3.2739799442944265e-09,1.3766983489712662e-08,1.8104979610760504e-08,3.957165871172817e-08,2.3928375725290607e-08,1.1225917769966795e-07,4.633461817401699e-08,6.271434774670784e-08,1.2712906029475692e-08,9.121965278373928e-09,1.1844098578097015e-07,1.451980567525522e-08,2.6290635192692336e-08,4.563938357396832e-08,1.1521555297124208e-09,2.0005045746935527e-08,8.349592458703878e-08,1.1047764810915136e-07,6.4724257065051916e-09,5.192512781653542e-08,3.054281307868223e-07,1.0514184428497434e-06,1.1638720082934079e-08,1.3481757576983e-07,4.8877361332902835e-08,3.53989411751497e-08,6.755148504059402e-09,7.477836318413113e-09,4.240122208898356e-08,2.7586303831737625e-07,2.80950572013288e-08,1.2094322394367347e-07,2.244927725856906e-10,3.3850726348967034e-09,7.574587465189861e-10,5.658568137865774e-10,7.484594404567296e-09,5.8345975669941e-08,4.43672628794697e-09,1.1823670233366914e-08,2.3684317681674625e-09,2.019414692609546e-08
2011,5.658742934550836e-09,3.5849103368385774e-09,2.1463278138916005e-08,1.4204733897063955e-07,9.017948483196797e-09,6.0016166005181864e-09,1.904846463102976e-09,2.012425261353558e-08,2.4494921170768536e-09,1.4351801413958754e-09,1.7418544067433167e-09,5.788897964161979e-09,2.6841638118518016e-09,3.2854517995062338e-09,8.650739172618875e-09,4.276535874631853e-08,1.5714098435180647e-09,9.019460495934035e-10,6.601470291047105e-09,2.2051060025570938e-08,7.944178331038237e-10,7.165404063742236e-10,3.074303732221649e-09,1.3839911185341082e-08,1.8005805354651524e-08,4.187928480194257e-08,2.345111279769948e-08,1.1281240018336445e-07,4.291397002832907e-08,6.30257390404105e-08,1.2059450073463398e-08,8.457952306782448e-09,1.2005752328799906e-07,1.4585230927772436e-08,2.7435930099224086e-08,4.668927187724746e-08,1.2558942378123765e-09,2.1389304295991807e-08,9.107992886876154e-08,1.0741824395056807e-07,6.843950422259175e-09,5.3925687788185835e-08,2.844849181623691e-07,1.0245568010499743e-06,1.1263127319693922e-08,1.2520504303178574e-07,4.517183478063609e-08,3.4815806364869266e-08,6.7078429794824905e-09,7.3106773967879235e-09,4.006187407209641e-08,2.6121756897217505e-07,2.861795245223675e-08,1.2081759897293004e-07,2.8020153558516725e-10,3.6526937982220684e-09,8.813896279491473e-10,6.075585114371864e-10,7.103822165431341e-09,5.6556419484162946e-08,4.264957403116958e-09,1.1468234171831324e-08,2.3885966855224136e-09,2.0788235513943424e-08
2012,5.683544872831752e-09,3.38572608044834e-09,2.0534056994441537e-08,1.43443512813844e-07,9.182419840365291e-09,6.089911876370837e-09,2.138631184843222e-09,2.1860291354869332e-08,2.3486336209188607e-09,1.1444941661054031e-09,1.6903990905449616e-09,6.121572835939202e-09,2.719206669356465e-09,3.3262530666330494e-09,8.073932316372229e-09,4.259833197295393e-08,1.7096121978405726e-09,8.51295771970533e-10,6.635057899931748e-09,2.2981270220157057e-08,7.742179437235969e-10,7.223490297977467e-10,3.198408141510559e-09,1.4010400078185675e-08,1.7645251862826886e-08,4.7337718253207383e-08,2.2841517122174082e-08,1.1153181134204715e-07,4.130318334968511e-08,6.263962910273741e-08,1.1999977265832383e-08,8.050630067352976e-09,1.1982724552288865e-07,1.4405413623868363e-08,2.8638345790048854e-08,4.6872231048869905e-08,1.5008720853439327e-09,2.2203040929623186e-08,9.211069189924664e-08,1.0818857784248134e-07,7.286708696747317e-09,5.653264624681599e-08,2.706831208700221e-07,1.0044279942381503e-06,1.0717396367202322e-08,1.1905636755825202e-07,4.4435182644519955e-08,3.538205258938173e-08,6.723720627884891e-09,7.203245745910993e-09,3.757165473976849e-08,2.533136296278826e-07,2.8780039684761505e-08,1.2030745466518056e-07,3.129832087944706e-10,3.945390871150169e-09,9.162819035259315e-10,6.427924700450457e-10,7.151833791851914e-09,5.6915922641564975e-08,4.140773692183432e-09,1.0544018293399761e-08,2.291768457547099e-09,1.878397386840496e-08
2013,5.679519331027092e-09,3.3764357976195924e-09,2.104834630399312e-08,1.5053451209366487e-07,8.452878016588069e-09,6.047018631859049e-09,1.9417287856958255e-09,2.1489264209354327e-08,2.3293085397010518e-09,1.186214174505754e-09,1.6841596371465683e-09,6.075450745665226e-09,2.4514743885666643e-09,2.3213453223139678e-09,6.5691166791940046e-09,3.5221755417020565e-08,1.914044922557423e-09,8.164649036222573e-10,5.706418575763499e-09,2.3399572057769547e-08,7.380559814101112e-10,6.750548532861802e-10,3.259856606874223e-09,1.4244159375818656e-08,1.883850637390034e-08,5.402576164215134e-08,2.485753317468412e-08,1.20543118344228e-07,3.913867376224646e-08,6.419679365876618e-08,1.2656124783104263e-08,7.648272428083049e-09,1.2864459364436698e-07,1.510798825726007e-08,2.9289464060460498e-08,4.94985096720159e-08,1.6014839613173341e-09,2.3813267548332207e-08,8.834826254704759e-08,1.0326719949002186e-07,7.585879036042797e-09,5.7158232940374935e-08,2.651359908765828e-07,1.0541644428485597e-06,1.0769594486045468e-08,1.1860285046135946e-07,5.077473222822196e-08,4.032361137059784e-08,6.882744596481416e-09,7.777279836013967e-09,3.6731583615993e-08,2.4300440973742556e-07,2.9008481965726267e-08,1.2142706903465035e-07,4.5394984794975915e-10,4.9380864159636366e-09,9.934467494675049e-10,6.780906629850441e-10,6.972203893594399e-09,5.7650130003139566e-08,4.0990810745711315e-09,1.0159270440774598e-08,2.5795955213173525e-09,1.8130907695836285e-08
2014,5.5191745459585005e-09,3.228660132898702e-09,2.0076567329242933e-08,1.4731873473497865e-07,8.381001416678048e-09,6.105872823220742e-09,1.9388682167712344e-09,2.261795056008558e-08,2.1895241492891112e-09,1.2015635391422158e-09,1.510182138072683e-09,5.346877036365478e-09,2.330599903542309e-09,2.166765227557781e-09,6.0591072476816925e-09,3.3235077674070064e-08,1.872178459879795e-09,7.517664506779503e-10,5.05315652813262e-09,2.1729719230328167e-08,5.996055041368464e-10,5.548360739103333e-10,2.8875189858216086e-09,1.304566404109713e-08,1.950878316035544e-08,5.747102197314494e-08,2.5275579470676997e-08,1.2241908210951025e-07,3.653436512049016e-08,6.357189162388619e-08,1.2364570319992448e-08,6.961369068493793e-09,1.2887288493500038e-07,1.4862261389834787e-08,2.9547090107939766e-08,4.825482388274135e-08,1.7567242422649493e-09,2.3935734664145717e-08,8.495110595926495e-08,9.499112404601614e-08,7.818808394383886e-09,5.514948345616436e-08,2.545824559417399e-07,1.0509729447351544e-06,1.1198183713645449e-08,1.1157747386343025e-07,5.0133301446716616e-08,4.1918218991148544e-08,6.5115987522647495e-09,7.619376241052578e-09,3.7727909685258965e-08,2.422052846538593e-07,2.718399423023194e-08,1.1602228206746596e-07,5.60832255636079e-10,6.83298126017259e-09,1.0110002438398373e-09,6.501722017913738e-10,6.954023198549716e-09,5.9766391708698e-08,3.800919055686945e-09,8.988030446894463e-09,2.685845704572135e-09,1.7721812461957143e-08
